Team,Year,Player,FirstName,LastName,Position,GP,GS,Min,G,A,Shts,SOG
Chicago Fire,2010,Freddie Ljungberg,Freddie,Ljungberg,M-F,15,13,1200,2,7,17,5
Chicago Fire,2010,Peter Lowry,Peter,Lowry,M,15,12,1004,2,0,11,4
Chicago Fire,2010,Patrick Nyarko,Patrick,Nyarko,F-M,27,22,2068,1,10,27,12
Chicago Fire,2010,Logan Pause,Logan,Pause,M,26,26,2258,1,3,6,1
Chicago Fire,2010,Steven Kinney,Steven,Kinney,D,13,10,963,1,1,8,3
Chicago Fire,2010,Julio Martinez,Julio,Martinez,M,3,2,108,1,0,2,1
Chicago Fire,2010,John Thorrington,John,Thorrington,M,5,5,397,1,0,4,2
Chicago Fire,2010,Mike Banner,Mike,Banner,M,18,9,1019,1,0,14,6
Chicago Fire,2010,Wilman Conde,Wilman,Conde,D,25,22,2019,1,0,6,2
Chicago Fire,2010,Justin Mapp,Justin,Mapp,M,10,6,552,0,1,6,2
Chicago Fire,2010,Dasan Robinson,Dasan,Robinson,D,17,17,1369,0,1,4,0
Chicago Fire,2010,Andrew Dykstra,Andrew,Dykstra,GK,17,17,1530,0,1,0,0
Chicago Fire,2010,Krzysztof Krol,Krzysztof,Krol,D,19,17,1565,0,1,9,1
Chicago Fire,2010,Victor Pineda,Victor,Pineda,M,0,0,0,0,0,0,0
Chicago Fire,2010,Stefan Dimitrov,Stefan,Dimitrov,F,5,1,67,0,0,3,0
Chicago Fire,2010,Corben Bone,Corben,Bone,M,5,1,114,0,0,2,1
Chicago Fire,2010,Gonzalo Segares,Gonzalo,Segares,D,6,6,439,0,0,1,0
Chicago Fire,2010,Nery Castillo,Nery,Castillo,F,8,6,487,0,0,9,5
Chicago Fire,2010,Deris Umanzor,Deris,Umanzor,D,10,5,502,0,0,2,2
Chicago Fire,2010,Tim Ward,Tim,Ward,D,6,6,535,0,0,3,3
Chicago Fire,2011,Dominic Oduro,Dominic,Oduro,F,33,29,2604,12,2,76,40
Chicago Fire,2011,Marco Pappa,Marco,Pappa,M,29,27,2324,8,2,92,41
Chicago Fire,2011,Diego Chaves,Diego,Chaves,F,29,19,1699,6,1,49,14
Chicago Fire,2011,Sebastian Grazzini,Sebastian,Grazzini,M,11,11,780,5,4,21,9
Chicago Fire,2011,Cory Gibbs,Cory,Gibbs,D,26,26,2203,3,1,19,5
Chicago Fire,2011,Orr Barouch,Orr,Barouch,F,28,2,624,2,2,28,9
Chicago Fire,2011,Jalil Anibaba,Jalil,Anibaba,D,29,27,2508,2,1,11,4
Chicago Fire,2011,Cristian Nazarit,Cristian,Nazarit,F,12,6,624,2,0,20,5
Chicago Fire,2011,Patrick Nyarko,Patrick,Nyarko,F-M,30,24,2266,1,9,33,10
Chicago Fire,2011,Pavel Pardo,Pavel,Pardo,M,13,12,1047,1,5,6,3
Chicago Fire,2011,Gaston Puerari,Gaston,Puerari,F,14,10,808,1,2,17,8
Chicago Fire,2011,Dan Gargan,Dan,Gargan,D-M,9,9,785,1,0,5,1
Chicago Fire,2011,Gonzalo Segares,Gonzalo,Segares,D,33,33,2950,0,5,17,3
Chicago Fire,2011,Baggio Husidic,Baggio,Husidic,F-M,18,9,794,0,2,12,3
Chicago Fire,2011,Michael Videira,Michael,Videira,M,9,7,493,0,1,3,1
Chicago Fire,2011,Corben Bone,Corben,Bone,M,10,7,534,0,1,10,4
Chicago Fire,2011,Daniel Paladini,Daniel,Paladini,M,23,16,1491,0,1,37,14
Chicago Fire,2011,Alec Dufty,Alec,Dufty,GK,0,0,0,0,0,0,0
Chicago Fire,2011,Kwame Watson-Siriboe,Kwame,Watson-Siriboe,D,0,0,0,0,0,0,0
Chicago Fire,2011,Mike Banner,Mike,Banner,M,0,0,0,0,0,0,0
Chicago Fire,2011,Nery Castillo,Nery,Castillo,F,0,0,0,0,0,0,0
Chicago Fire,2011,Pari Pantazopoulos,Pari,Pantazopoulos,M,0,0,0,0,0,0,0
Chicago Fire,2011,Steven Kinney,Steven,Kinney,D,0,0,0,0,0,0,0
Chicago Fire,2011,Victor Pineda,Victor,Pineda,M,0,0,0,0,0,0,0
Chicago Fire,2011,Gabriel Ferrari,Gabriel,Ferrari,F,3,0,17,0,0,1,1
Chicago Fire,2012,Chris Rolfe,Chris,Rolfe,F,22,19,1760,8,3,58,20
Chicago Fire,2012,Marco Pappa,Marco,Pappa,M,22,20,1615,6,5,69,21
Chicago Fire,2012,Dominic Oduro,Dominic,Oduro,F,33,21,1823,6,3,54,25
Chicago Fire,2012,Patrick Nyarko,Patrick,Nyarko,F-M,34,31,2756,4,7,40,13
Chicago Fire,2012,Sherjill MacDonald,Sherjill,MacDonald,F,14,12,1033,4,4,32,11
Chicago Fire,2012,Gonzalo Segares,Gonzalo,Segares,D,31,31,2682,3,1,15,8
Chicago Fire,2012,Austin Berry,Austin,Berry,D,28,28,2520,3,0,14,5
Chicago Fire,2012,Sebastian Grazzini,Sebastian,Grazzini,M,14,14,1103,2,5,30,15
Chicago Fire,2012,Daniel Paladini,Daniel,Paladini,M,15,7,691,2,2,13,5
Chicago Fire,2012,Alvaro Fernandez,Alvaro,Fernandez,M,13,12,943,2,1,16,3
Chicago Fire,2012,Alex,Alex,,M,17,6,705,2,0,29,9
Chicago Fire,2012,Pavel Pardo,Pavel,Pardo,M,28,27,2386,1,4,25,8
Chicago Fire,2012,Jalil Anibaba,Jalil,Anibaba,D,33,32,2868,1,1,18,5
Chicago Fire,2012,Arne Friedrich,Arne,Friedrich,D,23,22,1832,1,0,12,7
Chicago Fire,2012,Logan Pause,Logan,Pause,M,32,31,2424,1,0,5,2
Chicago Fire,2012,Federico Puppo,Federico,Puppo,F,11,1,216,0,1,3,3
Chicago Fire,2012,Dan Gargan,Dan,Gargan,D-M,22,19,1754,0,1,12,2
Chicago Fire,2012,Sean Johnson,Sean,Johnson,GK,31,31,2766,0,1,0,0
Chicago Fire,2012,Jay Nolly,Jay,Nolly,GK,0,0,0,0,0,0,0
Chicago Fire,2012,Kellen Gulley,Kellen,Gulley,F,0,0,0,0,0,0,0
Chicago Fire,2012,Kheli Dube,Kheli,Dube,F,0,0,0,0,0,0,0
Chicago Fire,2012,Kwame Watson-Siriboe,Kwame,Watson-Siriboe,D,0,0,0,0,0,0,0
Chicago Fire,2012,Pari Pantazopoulos,Pari,Pantazopoulos,M,0,0,0,0,0,0,0
Chicago Fire,2012,Steven Kinney,Steven,Kinney,D,0,0,0,0,0,0,0
Chicago Fire,2012,Tony Walls,Tony,Walls,M,0,0,0,0,0,0,0
Chivas USA,2005,Hector Cuadros,Hector,Cuadros,M,26,18,1691,4,4,30,9
Chivas USA,2005,Juan Francisco Palencia,Juan,Francisco Palencia,F,9,9,810,3,1,28,15
Chivas USA,2005,Isaac Romo,Isaac,Romo,F,25,11,1187,3,1,33,15
Chivas USA,2005,Thiago Martins,Thiago,Martins,F,22,21,1779,3,1,46,16
Chivas USA,2005,Ezra Hendrickson,Ezra,Hendrickson,D,31,31,2745,3,1,30,10
Chivas USA,2005,Ramon Ramirez,Ramon,Ramirez,M,31,31,2573,2,6,25,8
Chivas USA,2005,Antonio Martinez,Antonio,Martinez,F-M,25,16,1601,2,3,24,11
Chivas USA,2005,Matt Taylor,Matt,Taylor,F,21,14,1303,2,2,24,7
Chivas USA,2005,Arturo Torres,Arturo,Torres,F,23,15,1366,2,2,16,5
Chivas USA,2005,Douglas Sequeira,Douglas,Sequeira,M,23,23,2070,2,1,19,5
Chivas USA,2005,Juan Pablo Garcia,Juan,Pablo Garcia,M,9,9,771,1,0,23,14
Chivas USA,2005,Esteban Arias,Esteban,Arias,D,15,14,1141,1,0,3,2
Chivas USA,2005,Ryan Suarez,Ryan,Suarez,D,15,14,1168,1,0,3,1
Chivas USA,2005,Orlando Perez,Orlando,Perez,D,27,24,2068,0,3,8,4
Chivas USA,2005,Francisco Mendoza,Francisco,Mendoza,M,24,20,1877,0,2,26,11
Chivas USA,2005,Francisco Gomez,Francisco,Gomez,M,12,8,648,0,1,6,0
Chivas USA,2005,Christian Jimenez,Christian,Jimenez,M,0,0,0,0,0,0,0
Chivas USA,2005,Hector Castro,Hector,Castro,M-D,0,0,0,0,0,0,0
Chivas USA,2005,Javier Barragan,Javier,Barragan,GK,0,0,0,0,0,0,0
Chivas USA,2005,Michael Erush,Michael,Erush,M,0,0,0,0,0,0,0
Chivas USA,2005,Shaun Kalnasy,Shaun,Kalnasy,GK,0,0,0,0,0,0,0
Chivas USA,2005,Victor Arbelaez,Victor,Arbelaez,D-M,0,0,0,0,0,0,0
Chivas USA,2005,Rodrigo Lopez,Rodrigo,Lopez,M,1,0,5,0,0,0,0
Chivas USA,2005,Mike Munoz,Mike,Munoz,M,1,0,15,0,0,0,0
Chivas USA,2005,Milton Blanco,Milton,Blanco,M-F,5,0,40,0,0,0,0
Chivas USA,2006,Ante Razov,Ante,Razov,F,28,28,2485,14,8,98,40
Chivas USA,2006,Juan Pablo Garcia,Juan,Pablo Garcia,M,29,29,2438,8,6,51,29
Chivas USA,2006,Jonathan Bornstein,Jonathan,Bornstein,D,32,32,2878,6,4,38,21
Chivas USA,2006,Claudio Suarez,Claudio,Suarez,D,20,20,1778,6,1,10,6
Chivas USA,2006,Juan Francisco Palencia,Juan,Francisco Palencia,F,23,22,1914,4,4,46,23
Chivas USA,2006,Francisco Mendoza,Francisco,Mendoza,M,31,31,2652,3,6,40,22
Chivas USA,2006,Jesse Marsch,Jesse,Marsch,M,30,30,2604,2,3,13,7
Chivas USA,2006,Brent Whitfield,Brent,Whitfield,M,11,3,362,1,1,4,3
Chivas USA,2006,Sacha Kljestan,Sacha,Kljestan,M,32,31,2676,0,7,22,8
Chivas USA,2006,Matt Taylor,Matt,Taylor,F,15,2,318,0,1,6,2
Chivas USA,2006,Jesus Morales,Jesus,Morales,F,7,3,355,0,1,11,4
Chivas USA,2006,Carlos Llamosa,Carlos,Llamosa,D,13,11,920,0,1,2,0
Chivas USA,2006,Lawson Vaughn,Lawson,Vaughn,D,17,11,1045,0,1,0,0
Chivas USA,2006,Carlos Borja,Carlos,Borja,D,0,0,0,0,0,0,0
Chivas USA,2006,Eder Robles,Eder,Robles,D,0,0,0,0,0,0,0
Chivas USA,2006,Estuardo Sanchez,Estuardo,Sanchez,F,0,0,0,0,0,0,0
Chivas USA,2006,Ezra Hendrickson,Ezra,Hendrickson,D,0,0,0,0,0,0,0
Chivas USA,2006,Francisco Gomez,Francisco,Gomez,M,0,0,0,0,0,0,0
Chivas USA,2006,Jesus Ochoa,Jesus,Ochoa,M,0,0,0,0,0,0,0
Chivas USA,2006,Mike Munoz,Mike,Munoz,M,0,0,0,0,0,0,0
Chivas USA,2006,Ramon Ramirez,Ramon,Ramirez,M,0,0,0,0,0,0,0
Chivas USA,2006,John O'Brien,John,O'Brien,M,1,0,5,0,0,0,0
Chivas USA,2006,Rene Corona,Rene,Corona,M,1,0,13,0,0,0,0
Chivas USA,2006,Rodrigo Lopez,Rodrigo,Lopez,M,2,0,20,0,0,1,1
Chivas USA,2006,Esteban Arias,Esteban,Arias,D,4,0,39,0,0,1,0
Chivas USA,2007,Maykel Galindo,Maykel,Galindo,F,28,24,2021,12,5,55,28
Chivas USA,2007,Ante Razov,Ante,Razov,F,26,24,2041,11,8,85,42
Chivas USA,2007,Sacha Kljestan,Sacha,Kljestan,M,25,25,2186,4,13,40,21
Chivas USA,2007,John Cunliffe,John,Cunliffe,F,15,5,494,3,1,16,8
Chivas USA,2007,Claudio Suarez,Claudio,Suarez,D,25,25,2153,3,1,14,9
Chivas USA,2007,Jesse Marsch,Jesse,Marsch,M,28,28,2425,2,4,15,6
Chivas USA,2007,Francisco Mendoza,Francisco,Mendoza,M,28,27,2459,2,4,36,16
Chivas USA,2007,Paulo Nagamura,Paulo,Nagamura,M,22,20,1818,2,2,15,6
Chivas USA,2007,Laurent Merlin,Laurent,Merlin,F,22,7,804,1,2,15,8
Chivas USA,2007,Lawson Vaughn,Lawson,Vaughn,D,24,22,1901,1,2,5,3
Chivas USA,2007,Orlando Perez,Orlando,Perez,D,15,12,1033,1,1,3,1
Chivas USA,2007,Jonathan Bornstein,Jonathan,Bornstein,D,23,23,2070,1,1,14,8
Chivas USA,2007,Matt Taylor,Matt,Taylor,F,11,0,156,1,0,5,5
Chivas USA,2007,Ramon Nunez,Ramon,Nunez,M,8,2,247,0,3,7,3
Chivas USA,2007,Alex Zotinca,Alex,Zotinca,D,22,20,1667,0,3,15,6
Chivas USA,2007,Rodrigo Lopez,Rodrigo,Lopez,M,5,0,62,0,1,1,0
Chivas USA,2007,Bobby Burling,Bobby,Burling,D,0,0,0,0,0,0,0
Chivas USA,2007,Carlos Borja,Carlos,Borja,D,0,0,0,0,0,0,0
Chivas USA,2007,Carlos Llamosa,Carlos,Llamosa,D,0,0,0,0,0,0,0
Chivas USA,2007,David Arvizu,David,Arvizu,F,0,0,0,0,0,0,0
Chivas USA,2007,Desmond Brooks,Desmond,Brooks,D,0,0,0,0,0,0,0
Chivas USA,2007,Eder Robles,Eder,Robles,D,0,0,0,0,0,0,0
Chivas USA,2007,Jorge Barrera,Jorge,Barrera,D,0,0,0,0,0,0,0
Chivas USA,2007,Justin Myers,Justin,Myers,GK,0,0,0,0,0,0,0
Chivas USA,2007,Mohammed Sethi,Mohammed,Sethi,M,0,0,0,0,0,0,0
Chivas USA,2008,Sacha Kljestan,Sacha,Kljestan,M,22,21,1941,5,7,36,16
Chivas USA,2008,Ante Razov,Ante,Razov,F,22,17,1415,5,6,51,18
Chivas USA,2008,Alecko Eskandarian,Alecko,Eskandarian,F,11,8,656,5,2,23,15
Chivas USA,2008,Justin Braun,Justin,Braun,F,24,12,1219,4,2,32,18
Chivas USA,2008,Jesse Marsch,Jesse,Marsch,M,25,24,2138,4,0,15,6
Chivas USA,2008,Atiba Harris,Atiba,Harris,F,28,23,2014,3,5,42,15
Chivas USA,2008,Jorge Villafana,Jorge,Villafana,F,11,6,590,3,0,4,3
Chivas USA,2008,Paulo Nagamura,Paulo,Nagamura,M,24,24,2062,2,3,17,7
Chivas USA,2008,Jonathan Bornstein,Jonathan,Bornstein,D,21,19,1679,2,2,10,6
Chivas USA,2008,Sasha Victorine,Sasha,Victorine,M,5,4,340,2,1,2,2
Chivas USA,2008,Maykel Galindo,Maykel,Galindo,F,10,5,549,1,2,12,6
Chivas USA,2008,Carey Talley,Carey,Talley,D,16,15,1298,1,2,11,5
Chivas USA,2008,Dejair,Dejair,,M,3,1,128,1,1,4,2
Chivas USA,2008,Daniel Paladini,Daniel,Paladini,M,8,5,458,1,0,6,3
Chivas USA,2008,Jim Curtin,Jim,Curtin,D,18,15,1382,1,0,7,4
Chivas USA,2008,Francisco Mendoza,Francisco,Mendoza,M,28,28,2434,0,4,15,4
Chivas USA,2008,Raphael Wicky,Raphael,Wicky,M,5,1,138,0,1,5,2
Chivas USA,2008,Kraig Chiles,Kraig,Chiles,M,5,2,195,0,1,2,1
Chivas USA,2008,Keith Savage,Keith,Savage,M,6,3,295,0,1,2,2
Chivas USA,2008,Dan Gargan,Dan,Gargan,D-M,0,0,0,0,0,0,0
Chivas USA,2008,Gerson Mayen,Gerson,Mayen,M,0,0,0,0,0,0,0
Chivas USA,2008,Lance Parker,Lance,Parker,GK,0,0,0,0,0,0,0
Chivas USA,2008,Anthony Hamilton,Anthony,Hamilton,F,5,0,47,0,0,1,0
Chivas USA,2008,Roberto Nurse,Roberto,Nurse,F,5,2,241,0,0,5,3
Chivas USA,2008,Eric Ebert,Eric,Ebert,D,7,2,256,0,0,1,0
Chivas USA,2009,Eduardo Lillingston,Eduardo,Lillingston,F,25,15,1263,8,2,38,18
Chivas USA,2009,Sacha Kljestan,Sacha,Kljestan,M,25,24,2041,5,3,48,23
Chivas USA,2009,Maykel Galindo,Maykel,Galindo,F,23,15,1476,4,2,25,16
Chivas USA,2009,Paulo Nagamura,Paulo,Nagamura,M,27,25,2263,4,2,24,11
Chivas USA,2009,Justin Braun,Justin,Braun,F,15,14,1211,3,2,38,16
Chivas USA,2009,Atiba Harris,Atiba,Harris,F,14,13,1075,2,2,18,9
Chivas USA,2009,Bojan Stepanovic,Bojan,Stepanovic,M,16,7,756,1,2,9,4
Chivas USA,2009,Chukwudi Chijindu,Chukwudi,Chijindu,M,11,4,420,1,1,8,3
Chivas USA,2009,Maicon Santos,Maicon,Santos,F,10,8,670,1,1,23,10
Chivas USA,2009,Michael Lahoud,Michael,Lahoud,M,16,9,872,1,1,9,3
Chivas USA,2009,Alecko Eskandarian,Alecko,Eskandarian,F,7,2,249,1,0,3,1
Chivas USA,2009,Jesus Padilla,Jesus,Padilla,M,11,10,712,1,0,10,2
Chivas USA,2009,Gerson Mayen,Gerson,Mayen,M,12,5,428,0,4,2,1
Chivas USA,2009,Sasha Victorine,Sasha,Victorine,M,10,4,470,0,1,7,3
Chivas USA,2009,Yamith Cuesta,Yamith,Cuesta,D,9,9,786,0,1,3,1
Chivas USA,2009,Ante Jazic,Ante,Jazic,D,13,13,1090,0,1,2,0
Chivas USA,2009,Mariano Trujillo,Mariano,Trujillo,D,21,18,1587,0,1,3,0
Chivas USA,2009,Jesse Marsch,Jesse,Marsch,M,23,21,1853,0,1,11,6
Chivas USA,2009,Jonathan Bornstein,Jonathan,Bornstein,D,26,26,2340,0,1,6,2
Chivas USA,2009,Carey Talley,Carey,Talley,D,27,27,2401,0,1,8,2
Chivas USA,2009,Ante Razov,Ante,Razov,F,0,0,0,0,0,0,0
Chivas USA,2009,Cesar Zamora,Cesar,Zamora,M,0,0,0,0,0,0,0
Chivas USA,2009,Dan Kennedy,Dan,Kennedy,GK,0,0,0,0,0,0,0
Chivas USA,2009,Jon Conway,Jon,Conway,GK,0,0,0,0,0,0,0
Chivas USA,2009,Kevin Harmse,Kevin,Harmse,M,0,0,0,0,0,0,0
Chivas USA,2010,Justin Braun,Justin,Braun,F,28,24,2118,9,3,62,25
Chivas USA,2010,Jesus Padilla,Jesus,Padilla,M,26,14,1378,6,0,39,15
Chivas USA,2010,Blair Gavin,Blair,Gavin,M,16,16,1369,3,1,15,5
Chivas USA,2010,Giancarlo Maldonado,Giancarlo,Maldonado,F,10,7,612,2,1,16,4
Chivas USA,2010,Alan Gordon,Alan,Gordon,F,9,8,732,1,3,17,8
Chivas USA,2010,Sacha Kljestan,Sacha,Kljestan,M,10,10,900,1,3,20,8
Chivas USA,2010,Rodolfo Espinoza,Rodolfo,Espinoza,M,15,14,1156,1,3,17,3
Chivas USA,2010,Maicon Santos,Maicon,Santos,F,9,3,258,1,0,8,4
Chivas USA,2010,Chukwudi Chijindu,Chukwudi,Chijindu,M,12,2,308,1,0,9,3
Chivas USA,2010,Maykel Galindo,Maykel,Galindo,F,6,4,343,1,0,6,4
Chivas USA,2010,Osael Romero,Osael,Romero,M,9,5,421,1,0,9,3
Chivas USA,2010,Jorge Villafana,Jorge,Villafana,F,8,6,452,1,0,7,3
Chivas USA,2010,Carlos Borja,Carlos,Borja,D,8,4,456,1,0,2,2
Chivas USA,2010,Paulo Nagamura,Paulo,Nagamura,M,15,15,1327,1,0,21,8
Chivas USA,2010,Michael Lahoud,Michael,Lahoud,M,23,20,1684,0,3,8,2
Chivas USA,2010,Mariano Trujillo,Mariano,Trujillo,D,28,28,2517,0,3,5,1
Chivas USA,2010,Jonathan Bornstein,Jonathan,Bornstein,D,21,17,1673,0,2,16,7
Chivas USA,2010,Sal Zizzo,Sal,Zizzo,F,10,1,254,0,1,4,2
Chivas USA,2010,Marcelo Saragosa,Marcelo,Saragosa,M,14,9,823,0,1,5,2
Chivas USA,2010,Ben Zemanski,Ben,Zemanski,M,22,17,1543,0,1,16,3
Chivas USA,2010,Ante Jazic,Ante,Jazic,D,21,21,1771,0,1,3,0
Chivas USA,2010,Dario Delgado,Dario,Delgado,D,22,21,1865,0,1,7,3
Chivas USA,2010,Cesar Zamora,Cesar,Zamora,M,0,0,0,0,0,0,0
Chivas USA,2010,Eduardo Lillingston,Eduardo,Lillingston,F,0,0,0,0,0,0,0
Chivas USA,2010,Bryan de la Fuente,Bryan,de la Fuente,M,1,0,5,0,0,0,0
Chivas USA,2011,Nick LaBrocca,Nick,LaBrocca,M,34,34,3058,8,6,77,25
Chivas USA,2011,Justin Braun,Justin,Braun,F,29,22,2055,8,5,69,29
Chivas USA,2011,Juan Pablo Angel,Juan,Pablo Angel,F,9,9,795,7,0,39,16
Chivas USA,2011,Alejandro Moreno,Alejandro,Moreno,F,24,22,2016,5,2,30,12
Chivas USA,2011,Marcos Mondaini,Marcos,Mondaini,F,24,20,1493,3,2,28,13
Chivas USA,2011,Ben Zemanski,Ben,Zemanski,M,28,23,2056,2,4,22,5
Chivas USA,2011,Michael Lahoud,Michael,Lahoud,M,23,17,1341,1,3,12,3
Chivas USA,2011,Mariano Trujillo,Mariano,Trujillo,D,12,0,451,1,2,5,2
Chivas USA,2011,Jorge Villafana,Jorge,Villafana,F,25,24,1793,1,1,30,12
Chivas USA,2011,Michael Umana,Michael,Umana,D,22,21,1796,1,1,9,3
Chivas USA,2011,Jimmy Conrad,Jimmy,Conrad,D,2,2,180,1,0,3,1
Chivas USA,2011,Victor Estupinan,Victor,Estupinan,F,9,3,320,1,0,11,6
Chivas USA,2011,Laurent Courtois,Laurent,Courtois,M,11,3,454,1,0,12,4
Chivas USA,2011,Andrew Boyens,Andrew,Boyens,D,12,10,909,1,0,7,4
Chivas USA,2011,Ante Jazic,Ante,Jazic,D,28,28,2468,0,7,6,2
Chivas USA,2011,Blair Gavin,Blair,Gavin,M,18,11,958,0,3,12,3
Chivas USA,2011,Heath Pearce,Heath,Pearce,D-M,30,29,2581,0,3,10,0
Chivas USA,2011,Francisco Mendoza,Francisco,Mendoza,M,12,2,281,0,2,5,2
Chivas USA,2011,Simon Elliott,Simon,Elliott,M,24,21,1824,0,2,17,1
Chivas USA,2011,Gerson Mayen,Gerson,Mayen,M,4,1,106,0,1,0,0
Chivas USA,2011,Paulo Nagamura,Paulo,Nagamura,M,11,6,544,0,1,8,0
Chivas USA,2011,Bryan de la Fuente,Bryan,de la Fuente,M,0,0,0,0,0,0,0
Chivas USA,2011,Chukwudi Chijindu,Chukwudi,Chijindu,M,0,0,0,0,0,0,0
Chivas USA,2011,Sergio Arias,Sergio,Arias,GK,0,0,0,0,0,0,0
Chivas USA,2011,Seth Owusu,Seth,Owusu,D,0,0,0,0,0,0,0
Chivas USA,2012,Juan Pablo Angel,Juan,Pablo Angel,F,19,9,1004,4,0,50,18
Chivas USA,2012,Miller Bolanos,Miller,Bolanos,M,24,21,1858,3,4,68,20
Chivas USA,2012,Juan Agudelo,Juan,Agudelo,F,20,16,1391,3,3,38,13
Chivas USA,2012,Nick LaBrocca,Nick,LaBrocca,M,29,26,2293,2,2,36,14
Chivas USA,2012,Shalrie Joseph,Shalrie,Joseph,M,12,12,1080,2,1,10,2
Chivas USA,2012,Jose Correa,Jose,Correa,F,16,7,695,2,0,15,3
Chivas USA,2012,Alejandro Moreno,Alejandro,Moreno,F,22,17,1520,2,0,18,5
Chivas USA,2012,Casey Townsend,Casey,Townsend,F,17,10,907,1,2,17,8
Chivas USA,2012,Laurent Courtois,Laurent,Courtois,M,17,9,773,1,1,21,6
Chivas USA,2012,Jorge Villafana,Jorge,Villafana,F,14,9,906,1,1,12,2
Chivas USA,2012,Paolo Cardozo,Paolo,Cardozo,M,9,8,621,1,0,11,4
Chivas USA,2012,Danny Califf,Danny,Califf,D,19,19,1674,1,0,5,1
Chivas USA,2012,Oswaldo Minda,Oswaldo,Minda,M,22,20,1748,1,0,17,3
Chivas USA,2012,Ryan Smith,Ryan,Smith,M,21,12,1215,0,4,23,5
Chivas USA,2012,Tristan Bowen,Tristan,Bowen,F,5,3,248,0,2,7,3
Chivas USA,2012,Ben Zemanski,Ben,Zemanski,M,22,18,1649,0,2,15,6
Chivas USA,2012,James Riley,James,Riley,D-F,32,32,2880,0,2,10,0
Chivas USA,2012,Blair Gavin,Blair,Gavin,M,9,4,310,0,1,3,2
Chivas USA,2012,Cesar Romero,Cesar,Romero,F,12,4,392,0,1,5,0
Chivas USA,2012,Peter Vagenas,Peter,Vagenas,M,13,11,842,0,1,2,1
Chivas USA,2012,Rauwshan McKenzie,Rauwshan,McKenzie,D,20,19,1732,0,1,5,2
Chivas USA,2012,David Junior Lopes,David,Junior Lopes,D,0,0,0,0,0,0,0
Chivas USA,2012,Marvin Iraheta,Marvin,Iraheta,M,0,0,0,0,0,0,0
Chivas USA,2012,Patrick McLain,Patrick,McLain,GK,0,0,0,0,0,0,0
Chivas USA,2012,Marky Delgado,Marky,Delgado,M,1,0,17,0,0,1,0
Colorado Rapids,1996,Jean Harbor,Jean,Harbor,F,29,27,2111,11,4,61,33
Colorado Rapids,1996,Shaun Bartlett,Shaun,Bartlett,F,26,26,2252,8,7,88,39
Colorado Rapids,1996,Marcelo Balboa,Marcelo,Balboa,D,18,16,1525,7,2,28,14
Colorado Rapids,1996,Steve Trittschuh,Steve,Trittschuh,D,32,32,2880,5,2,45,20
Colorado Rapids,1996,Chris Henderson,Chris,Henderson,M,29,29,2544,3,8,58,29
Colorado Rapids,1996,Scott Benedetti,Scott,Benedetti,F,32,32,2815,3,5,44,14
Colorado Rapids,1996,Roy Wegerle,Roy,Wegerle,F,22,16,1458,2,6,28,14
Colorado Rapids,1996,Richard Sharpe,Richard,Sharpe,F,17,7,681,2,2,27,15
Colorado Rapids,1996,Sean Henderson,Sean,Henderson,M,9,9,780,1,0,7,3
Colorado Rapids,1996,Matt Kmosko,Matt,Kmosko,D,31,31,2788,1,0,6,4
Colorado Rapids,1996,Felipe Rodriguez,Felipe,Rodriguez,M,10,5,472,0,2,1,1
Colorado Rapids,1996,Raimo De Vries,Raimo,De Vries,F,4,4,355,0,1,5,2
Colorado Rapids,1996,Scott Cannon,Scott,Cannon,D,21,16,1582,0,1,10,3
Colorado Rapids,1996,Denis Hamlett,Denis,Hamlett,D,31,31,2790,0,1,3,1
Colorado Rapids,1996,Ed Pinon,Ed,Pinon,M,1,0,48,0,0,0,0
Colorado Rapids,1996,Josh McKay,Josh,McKay,M,4,1,125,0,0,0,0
Colorado Rapids,1996,Troy Edwards,Troy,Edwards,D,4,3,289,0,0,1,0
Colorado Rapids,1996,Dusty Hudock,Dusty,Hudock,GK,9,9,810,0,0,0,0
Colorado Rapids,1996,Brian Bates,Brian,Bates,M,19,7,896,0,0,6,3
Colorado Rapids,1996,Dominic Kinnear,Dominic,Kinnear,M,14,11,973,0,0,12,4
Colorado Rapids,1996,Ian Butterworth,Ian,Butterworth,D,17,17,1379,0,0,5,2
Colorado Rapids,1996,Chris Woods,Chris,Woods,GK,23,23,2070,0,0,0,0
Colorado Rapids,1997,Paul Bravo,Paul,Bravo,M,30,27,2445,8,6,63,28
Colorado Rapids,1997,Chris Henderson,Chris,Henderson,M,30,29,2508,7,13,62,23
Colorado Rapids,1997,Peter Vermes,Peter,Vermes,D,26,25,2206,6,4,29,12
Colorado Rapids,1997,David Patino,David,Patino,M-F,23,22,1741,5,6,42,20
Colorado Rapids,1997,Wolde Harris,Wolde,Harris,F,27,15,1484,5,5,41,19
Colorado Rapids,1997,Steve Trittschuh,Steve,Trittschuh,D,29,29,2566,5,1,25,12
Colorado Rapids,1997,Adrian Paz,Adrian,Paz,M,25,24,2055,4,11,42,17
Colorado Rapids,1997,Sean Henderson,Sean,Henderson,M,25,19,1650,3,0,20,12
Colorado Rapids,1997,Ross Paule,Ross,Paule,M,19,7,858,2,3,7,4
Colorado Rapids,1997,Marcelo Balboa,Marcelo,Balboa,D,28,28,2520,2,3,44,13
Colorado Rapids,1997,Roy Wegerle,Roy,Wegerle,F,14,13,993,2,1,13,6
