Team,Year,Player,FirstName,LastName,Position,GP,GS,Min,G,A,Shts,SOG
Portland,2012,Jack Jewsbury,Jack,Jewsbury,M,32,31,2765,3,4,35,10
Portland,2012,Danny Mwanga,Danny,Mwanga,F,18,7,740,3,0,13,5
Portland,2012,Franck Songo'o,Franck,Songo'o,M,27,21,1732,1,5,47,18
Portland,2012,Sal Zizzo,Sal,Zizzo,F,20,12,1174,1,4,24,6
Portland,2012,Kalif Alhassan,Kalif,Alhassan,M,16,10,827,1,2,19,6
Portland,2012,Rodney Wallace,Rodney,Wallace,D-M,19,14,1224,1,1,25,9
Portland,2012,Kosuke Kimura,Kosuke,Kimura,D,17,16,1376,1,1,1,1
Portland,2012,Andrew Jean-Baptiste,Andrew,Jean-Baptiste,D,5,4,426,1,0,2,1
Portland,2012,Eric Brunner,Eric,Brunner,D,13,10,924,1,0,8,2
Portland,2012,David Horst,David,Horst,D,21,20,1845,1,0,17,3
Portland,2012,Eric Alexander,Eric,Alexander,M,24,14,1302,0,6,26,7
Portland,2012,Steven Smith,Steven,Smith,D,22,22,1875,0,2,5,0
Portland,2012,Hanyer Mosquera,Hanyer,Mosquera,D,26,25,2092,0,1,8,0
Portland,2012,Charles Renken,Charles,Renken,M,0,0,0,0,0,0,0
Portland,2012,Chris Taylor,Chris,Taylor,D,0,0,0,0,0,0,0
Portland,2012,Eddie Johnson,Eddie,Johnson,F,0,0,0,0,0,0,0
Portland,2012,Ian Hogg,Ian,Hogg,D,0,0,0,0,0,0,0
Portland,2012,Jake Gleeson,Jake,Gleeson,GK,0,0,0,0,0,0,0
Portland,2012,Jose Adolfo Valencia,Jose,Adolfo Valencia,F,0,0,0,0,0,0,0
Portland,2012,Ryan Kawulok,Ryan,Kawulok,D,0,0,0,0,0,0,0
Portland,2012,Sebastian Rincon,Sebastian,Rincon,F,0,0,0,0,0,0,0
Portland,2012,James Marcelin,James,Marcelin,M,3,0,37,0,0,0,0
Salt Lake,2005,Jason Kreis,Jason,Kreis,M,24,24,2160,9,4,65,31
Salt Lake,2005,Andy Williams,Andy,Williams,M,26,26,2102,5,3,46,18
Salt Lake,2005,Clint Mathis,Clint,Mathis,M,27,27,2123,3,4,45,17
Salt Lake,2005,Jordan Cila,Jordan,Cila,F-M,12,8,645,3,1,6,4
Salt Lake,2005,Jamie Watson,Jamie,Watson,M,19,6,815,2,1,16,10
Salt Lake,2005,Seth Trembly,Seth,Trembly,M-D,22,11,1173,2,0,25,13
Salt Lake,2005,Brian Dunseth,Brian,Dunseth,D,24,24,2011,2,0,8,5
Salt Lake,2005,Melvin Tarley,Melvin,Tarley,F,9,9,729,1,1,22,12
Salt Lake,2005,Chris Brown,Chris,Brown,M-F,29,25,2124,1,1,30,10
Salt Lake,2005,Kevin Novak,Kevin,Novak,D,3,2,220,1,0,4,2
Salt Lake,2005,Eddie Pope,Eddie,Pope,D,20,20,1756,1,0,8,4
Salt Lake,2005,Leslie Fitzpatrick,Leslie,Fitzpatrick,M,18,6,707,0,2,8,6
Salt Lake,2005,Robert Scarlett,Robert,Scarlett,M-D,9,8,719,0,2,8,3
Salt Lake,2005,Luke Kreamalmeyer,Luke,Kreamalmeyer,M,6,2,247,0,1,6,2
Salt Lake,2005,Dante Washington,Dante,Washington,F,9,2,281,0,1,7,3
Salt Lake,2005,Gustavo Cabrera,Gustavo,Cabrera,D,4,4,360,0,1,0,0
Salt Lake,2005,Rusty Pierce,Rusty,Pierce,D,15,15,1200,0,1,3,1
Salt Lake,2005,Clint Baumstark,Clint,Baumstark,GK,0,0,0,0,0,0,0
Salt Lake,2005,Jeff Stewart,Jeff,Stewart,D,0,0,0,0,0,0,0
Salt Lake,2005,Noah Palmer,Noah,Palmer,GK,0,0,0,0,0,0,0
Salt Lake,2005,Sergio Flores,Sergio,Flores,D,0,0,0,0,0,0,0
Salt Lake,2005,Nikolas Besagno,Nikolas,Besagno,M,2,1,69,0,0,1,0
Salt Lake,2005,Michael Lookingland,Michael,Lookingland,D,1,1,90,0,0,0,0
Salt Lake,2005,Evan Whitfield,Evan,Whitfield,D,5,0,133,0,0,2,1
Salt Lake,2005,Leighton O'Brien,Leighton,O'Brien,M,6,1,234,0,0,2,1
Salt Lake,2006,Jeff Cunningham,Jeff,Cunningham,F,31,26,2404,16,11,83,45
Salt Lake,2006,Jason Kreis,Jason,Kreis,M,30,27,2434,8,5,56,22
Salt Lake,2006,Chris Klein,Chris,Klein,M,32,32,2842,7,8,70,27
Salt Lake,2006,Atiba Harris,Atiba,Harris,F,22,12,1142,4,1,24,15
Salt Lake,2006,Carey Talley,Carey,Talley,D,30,30,2618,2,8,19,6
Salt Lake,2006,Andy Williams,Andy,Williams,M,29,21,1941,2,6,37,14
Salt Lake,2006,Mehdi Ballouchy,Mehdi,Ballouchy,M,32,26,2160,2,2,19,5
Salt Lake,2006,Jafet Soto,Jafet,Soto,M,8,1,192,1,0,2,2
Salt Lake,2006,Chris Brown,Chris,Brown,M-F,9,3,296,1,0,1,1
Salt Lake,2006,Douglas Sequeira,Douglas,Sequeira,M,18,13,1246,1,0,16,4
Salt Lake,2006,Willis Forko,Willis,Forko,D,26,26,2254,0,1,0,0
Salt Lake,2006,Adam Acosta,Adam,Acosta,F,0,0,0,0,0,0,0
Salt Lake,2006,Brian Gil,Brian,Gil,M-F,0,0,0,0,0,0,0
Salt Lake,2006,Cameron Knowles,Cameron,Knowles,D,0,0,0,0,0,0,0
Salt Lake,2006,Chase Harrison,Chase,Harrison,GK,0,0,0,0,0,0,0
Salt Lake,2006,Duke Hashimoto,Duke,Hashimoto,F,0,0,0,0,0,0,0
Salt Lake,2006,Gustavo Cabrera,Gustavo,Cabrera,D,0,0,0,0,0,0,0
Salt Lake,2006,Nick Armington,Nick,Armington,GK,0,0,0,0,0,0,0
Salt Lake,2006,Noah Palmer,Noah,Palmer,GK,0,0,0,0,0,0,0
Salt Lake,2006,Paul Broome,Paul,Broome,M,0,0,0,0,0,0,0
Salt Lake,2006,Seth Trembly,Seth,Trembly,M-D,0,0,0,0,0,0,0
Salt Lake,2006,Christian Jimenez,Christian,Jimenez,M,1,0,6,0,0,0,0
Salt Lake,2006,Joey Worthen,Joey,Worthen,F-M,3,0,28,0,0,1,0
Salt Lake,2006,Jamie Watson,Jamie,Watson,M,10,0,104,0,0,4,1
Salt Lake,2006,Jay Nolly,Jay,Nolly,GK,2,1,134,0,0,0,0
Salt Lake,2007,Robbie Findley,Robbie,Findley,F,16,11,974,6,0,20,11
Salt Lake,2007,Chris Brown,Chris,Brown,M-F,22,12,1083,5,0,23,13
Salt Lake,2007,Carey Talley,Carey,Talley,D,26,25,2195,3,1,28,9
Salt Lake,2007,Jeff Cunningham,Jeff,Cunningham,F,7,7,602,3,0,11,7
Salt Lake,2007,Fabian Espindola,Fabian,Espindola,F,12,8,602,2,2,13,9
Salt Lake,2007,Kyle Beckerman,Kyle,Beckerman,M,15,14,1305,2,1,33,11
Salt Lake,2007,Kyle Brown,Kyle,Brown,F,8,3,286,2,0,7,4
Salt Lake,2007,Andy Williams,Andy,Williams,M,24,12,1277,1,3,19,9
Salt Lake,2007,Alecko Eskandarian,Alecko,Eskandarian,F,17,17,1428,1,3,47,21
Salt Lake,2007,Javier Morales,Javier,Morales,M,7,5,369,1,2,6,3
Salt Lake,2007,Freddy Adu,Freddy,Adu,F,11,10,899,1,2,24,12
Salt Lake,2007,Chris Klein,Chris,Klein,M,11,11,990,1,1,22,10
Salt Lake,2007,Matias Mantilla,Matias,Mantilla,D,10,9,828,1,0,2,2
Salt Lake,2007,Eddie Pope,Eddie,Pope,D,27,27,2248,1,0,5,1
Salt Lake,2007,Chris Wingert,Chris,Wingert,D,16,12,1144,0,2,3,2
Salt Lake,2007,Chris Lancos,Chris,Lancos,M-D,14,8,811,0,1,3,1
Salt Lake,2007,Jack Stewart,Jack,Stewart,D,13,12,1006,0,1,2,0
Salt Lake,2007,Atiba Harris,Atiba,Harris,F,21,13,1257,0,1,8,4
Salt Lake,2007,Christian Jimenez,Christian,Jimenez,M,0,0,0,0,0,0,0
Salt Lake,2007,Duke Hashimoto,Duke,Hashimoto,F,0,0,0,0,0,0,0
Salt Lake,2007,Jeff Rowland,Jeff,Rowland,F,0,0,0,0,0,0,0
Salt Lake,2007,Joey Worthen,Joey,Worthen,F-M,0,0,0,0,0,0,0
Salt Lake,2007,Kyle Reynish,Kyle,Reynish,GK,0,0,0,0,0,0,0
Salt Lake,2007,Matt Wideman,Matt,Wideman,GK,0,0,0,0,0,0,0
Salt Lake,2007,Steven Curfman,Steven,Curfman,M,0,0,0,0,0,0,0
Salt Lake,2008,Yura Movsisyan,Yura,Movsisyan,F,22,13,1229,7,1,69,33
Salt Lake,2008,Javier Morales,Javier,Morales,M,29,29,2511,6,15,48,23
Salt Lake,2008,Robbie Findley,Robbie,Findley,F,29,15,1493,6,5,44,18
Salt Lake,2008,Fabian Espindola,Fabian,Espindola,F,12,8,642,5,0,25,17
Salt Lake,2008,Kenny Deuchar,Kenny,Deuchar,F,29,18,1557,3,2,41,18
Salt Lake,2008,Kyle Beckerman,Kyle,Beckerman,M,30,30,2683,3,2,45,22
Salt Lake,2008,Will Johnson,Will,Johnson,M,9,9,810,2,0,17,10
Salt Lake,2008,Jamison Olave,Jamison,Olave,D,23,23,2006,2,0,10,4
Salt Lake,2008,Andy Williams,Andy,Williams,M,26,16,1602,1,3,41,10
Salt Lake,2008,Dema Kovalenko,Dema,Kovalenko,M,22,19,1668,1,2,25,5
Salt Lake,2008,Tino Nunez,Tino,Nunez,F,9,2,263,1,0,6,3
Salt Lake,2008,Carey Talley,Carey,Talley,D,4,3,307,1,0,1,1
Salt Lake,2008,Chris Wingert,Chris,Wingert,D,29,29,2589,0,3,10,5
Salt Lake,2008,Tony Beltran,Tony,Beltran,D,15,10,936,0,1,4,0
Salt Lake,2008,Nat Borchers,Nat,Borchers,D,29,29,2610,0,1,13,1
Salt Lake,2008,Alex Nimo,Alex,Nimo,F-M,0,0,0,0,0,0,0
Salt Lake,2008,Brennan Tennelle,Brennan,Tennelle,M,0,0,0,0,0,0,0
Salt Lake,2008,Chris Seitz,Chris,Seitz,GK,0,0,0,0,0,0,0
Salt Lake,2008,Kevin Reiman,Kevin,Reiman,M,0,0,0,0,0,0,0
Salt Lake,2008,Kyle Reynish,Kyle,Reynish,GK,0,0,0,0,0,0,0
Salt Lake,2008,Nikolas Besagno,Nikolas,Besagno,M,0,0,0,0,0,0,0
Salt Lake,2008,Dustin Kirby,Dustin,Kirby,D,1,0,3,0,0,0,0
Salt Lake,2008,David Horst,David,Horst,D,1,1,90,0,0,0,0
Salt Lake,2008,Nathan Sturgis,Nathan,Sturgis,M,3,2,118,0,0,0,0
Salt Lake,2008,Matias Cordoba,Matias,Cordoba,M,7,2,173,0,0,3,0
Salt Lake,2009,Robbie Findley,Robbie,Findley,F,27,18,1751,12,4,60,26
Salt Lake,2009,Yura Movsisyan,Yura,Movsisyan,F,26,19,1731,8,2,64,29
Salt Lake,2009,Fabian Espindola,Fabian,Espindola,F,22,17,1511,3,3,45,20
Salt Lake,2009,Kyle Beckerman,Kyle,Beckerman,M,25,25,2218,3,2,39,17
Salt Lake,2009,Jamison Olave,Jamison,Olave,D,25,24,2039,3,0,12,8
Salt Lake,2009,Clint Mathis,Clint,Mathis,M,28,24,1926,2,7,31,11
Salt Lake,2009,Andy Williams,Andy,Williams,M,23,7,780,2,6,19,9
Salt Lake,2009,Pablo Campos,Pablo,Campos,F,11,5,400,2,3,10,8
Salt Lake,2009,Javier Morales,Javier,Morales,M,26,24,2076,1,5,36,16
Salt Lake,2009,Will Johnson,Will,Johnson,M,26,26,2305,1,3,48,22
Salt Lake,2009,Luis Miguel Escalada,Luis,Miguel Escalada,F,5,1,126,1,0,4,2
Salt Lake,2009,Raphael Cox,Raphael,Cox,M,6,2,208,1,0,1,1
Salt Lake,2009,Nat Borchers,Nat,Borchers,D,30,30,2679,1,0,12,6
Salt Lake,2009,Chris Wingert,Chris,Wingert,D,30,27,2432,0,3,9,2
Salt Lake,2009,Ned Grabavoy,Ned,Grabavoy,M,20,8,765,0,2,7,2
Salt Lake,2009,Robbie Russell,Robbie,Russell,D,19,18,1552,0,2,15,3
Salt Lake,2009,Nick Rimando,Nick,Rimando,GK,26,26,2285,0,1,0,0
Salt Lake,2009,Alex Nimo,Alex,Nimo,F-M,0,0,0,0,0,0,0
Salt Lake,2009,Kyle Davies,Kyle,Davies,D,0,0,0,0,0,0,0
Salt Lake,2009,Nelson Gonzalez,Nelson,Gonzalez,M,0,0,0,0,0,0,0
Salt Lake,2009,Ian Joy,Ian,Joy,D,1,0,7,0,0,0,0
Salt Lake,2009,Tino Nunez,Tino,Nunez,F,3,0,18,0,0,0,0
Salt Lake,2009,Kyle Reynish,Kyle,Reynish,GK,1,0,55,0,0,0,0
Salt Lake,2009,David Horst,David,Horst,D,2,1,86,0,0,0,0
Salt Lake,2009,Jean Alexandre,Jean,Alexandre,F,4,0,99,0,0,2,0
Salt Lake,2010,Alvaro Saborio,Alvaro,Saborio,F,27,23,1988,12,4,51,22
Salt Lake,2010,Javier Morales,Javier,Morales,M,26,25,2163,7,9,42,21
Salt Lake,2010,Fabian Espindola,Fabian,Espindola,F,22,19,1514,6,2,39,15
Salt Lake,2010,Robbie Findley,Robbie,Findley,F,24,15,1355,5,4,33,14
Salt Lake,2010,Ned Grabavoy,Ned,Grabavoy,M,23,18,1562,3,1,10,6
Salt Lake,2010,Jamison Olave,Jamison,Olave,D,27,27,2413,3,0,15,5
Salt Lake,2010,Kyle Beckerman,Kyle,Beckerman,M,22,21,1830,2,3,17,4
Salt Lake,2010,Nat Borchers,Nat,Borchers,D,30,30,2673,2,0,10,4
Salt Lake,2010,Andy Williams,Andy,Williams,M,30,20,1862,1,7,32,10
Salt Lake,2010,Robbie Russell,Robbie,Russell,D,22,21,1915,1,5,9,6
Salt Lake,2010,Nelson Gonzalez,Nelson,Gonzalez,M,12,3,330,1,1,5,3
Salt Lake,2010,Will Johnson,Will,Johnson,M,28,24,2184,1,1,40,12
Salt Lake,2010,Chris Wingert,Chris,Wingert,D,24,22,1985,1,0,9,2
Salt Lake,2010,Pablo Campos,Pablo,Campos,F,16,3,434,0,1,12,4
Salt Lake,2010,Tony Beltran,Tony,Beltran,D,18,17,1493,0,1,3,1
Salt Lake,2010,Alex Nimo,Alex,Nimo,F-M,0,0,0,0,0,0,0
Salt Lake,2010,David Horst,David,Horst,D,0,0,0,0,0,0,0
Salt Lake,2010,Luis Gil,Luis,Gil,M,0,0,0,0,0,0,0
Salt Lake,2010,Tim Melia,Tim,Melia,GK,0,0,0,0,0,0,0
Salt Lake,2010,Paulo Araujo Jr.,Paulo,Araujo Jr.,F,3,0,65,0,0,3,1
Salt Lake,2010,Chris Schuler,Chris,Schuler,D,1,1,90,0,0,0,0
Salt Lake,2010,Rauwshan McKenzie,Rauwshan,McKenzie,D,4,2,224,0,0,0,0
Salt Lake,2010,Kyle Reynish,Kyle,Reynish,GK,3,3,270,0,0,0,0
Salt Lake,2010,Collen Warner,Collen,Warner,M,13,4,426,0,0,6,2
Salt Lake,2010,Jean Alexandre,Jean,Alexandre,F,15,5,494,0,0,4,3
Salt Lake,2011,Alvaro Saborio,Alvaro,Saborio,F,23,22,1928,11,2,66,24
Salt Lake,2011,Fabian Espindola,Fabian,Espindola,F,27,25,2096,10,3,62,31
Salt Lake,2011,Kyle Beckerman,Kyle,Beckerman,M,29,27,2423,3,9,33,13
Salt Lake,2011,Nat Borchers,Nat,Borchers,D,30,30,2547,3,1,19,6
Salt Lake,2011,Paulo Araujo Jr.,Paulo,Araujo Jr.,F,11,5,468,2,4,11,6
Salt Lake,2011,Javier Morales,Javier,Morales,M,10,9,785,2,3,12,5
Salt Lake,2011,Andy Williams,Andy,Williams,M,31,20,1970,2,1,38,13
Salt Lake,2011,Will Johnson,Will,Johnson,M,25,22,2059,2,1,39,15
Salt Lake,2011,Jamison Olave,Jamison,Olave,D,24,24,2128,2,1,20,7
Salt Lake,2011,Luis Gil,Luis,Gil,M,25,14,1288,2,0,21,7
Salt Lake,2011,Chris Schuler,Chris,Schuler,D,20,16,1638,2,0,13,2
Salt Lake,2011,Jean Alexandre,Jean,Alexandre,F,19,9,703,1,2,12,4
Salt Lake,2011,Nelson Gonzalez,Nelson,Gonzalez,M,6,2,174,1,1,5,2
Salt Lake,2011,Collen Warner,Collen,Warner,M,24,15,1106,0,5,16,8
Salt Lake,2011,Robbie Russell,Robbie,Russell,D,26,22,1809,0,2,8,1
Salt Lake,2011,Arturo Alvarez,Arturo,Alvarez,M,16,8,724,0,1,18,1
Salt Lake,2011,Tony Beltran,Tony,Beltran,D,22,19,1731,0,1,5,3
Salt Lake,2011,Chris Wingert,Chris,Wingert,D,23,22,1915,0,1,9,2
Salt Lake,2011,Donny Toia,Donny,Toia,F,0,0,0,0,0,0,0
Salt Lake,2011,Nico Muniz,Nico,Muniz,M,0,0,0,0,0,0,0
Salt Lake,2011,Tim Melia,Tim,Melia,GK,0,0,0,0,0,0,0
Salt Lake,2011,Chris Agorsor,Chris,Agorsor,F,1,0,10,0,0,0,0
Salt Lake,2011,Blake Wagner,Blake,Wagner,D-M,2,1,63,0,0,1,0
Salt Lake,2011,Cody Arnoux,Cody,Arnoux,F,2,0,69,0,0,1,0
Salt Lake,2011,Kyle Reynish,Kyle,Reynish,GK,1,1,90,0,0,0,0
Salt Lake,2012,Alvaro Saborio,Alvaro,Saborio,F,31,26,2390,17,3,87,40
Salt Lake,2012,Fabian Espindola,Fabian,Espindola,F,30,27,2293,9,7,69,30
Salt Lake,2012,Kyle Beckerman,Kyle,Beckerman,M,30,29,2592,4,4,35,8
Salt Lake,2012,Javier Morales,Javier,Morales,M,29,23,2119,3,9,31,12
Salt Lake,2012,Will Johnson,Will,Johnson,M,26,23,2087,3,3,36,18
Salt Lake,2012,Paulo Junior,Paulo,Junior,F,22,12,848,2,2,26,12
Salt Lake,2012,Jonny Steele,Jonny,Steele,M,28,11,1179,2,2,19,4
Salt Lake,2012,Nat Borchers,Nat,Borchers,D,26,26,2340,2,0,12,6
Salt Lake,2012,Luis Gil,Luis,Gil,M,29,19,1610,1,3,22,5
Salt Lake,2012,Emiliano Bonfigli,Emiliano,Bonfigli,F,10,1,288,1,0,5,2
Salt Lake,2012,Ned Grabavoy,Ned,Grabavoy,M,26,22,1946,0,3,10,5
Salt Lake,2012,Chris Wingert,Chris,Wingert,D,31,30,2603,0,2,8,1
Salt Lake,2012,Tony Beltran,Tony,Beltran,D,32,32,2857,0,2,12,4
Salt Lake,2012,Terakazu Tanaka,Terakazu,Tanaka,D,4,4,325,0,1,0,0
Salt Lake,2012,Chris Schuler,Chris,Schuler,D,13,9,944,0,1,12,1
Salt Lake,2012,Jamison Olave,Jamison,Olave,D,21,21,1734,0,1,6,0
Salt Lake,2012,Chris Estridge,Chris,Estridge,D,0,0,0,0,0,0,0
Salt Lake,2012,Cody Arnoux,Cody,Arnoux,F,0,0,0,0,0,0,0
Salt Lake,2012,Diogo de Almeida,Diogo,de Almeida,D,0,0,0,0,0,0,0
Salt Lake,2012,Eduardo Fernandez,Eduardo,Fernandez,GK,0,0,0,0,0,0,0
Salt Lake,2012,Enzo Martinez,Enzo,Martinez,M,0,0,0,0,0,0,0
Salt Lake,2012,Leone Cruz,Leone,Cruz,D,0,0,0,0,0,0,0
Salt Lake,2012,Nico Muniz,Nico,Muniz,M,0,0,0,0,0,0,0
Salt Lake,2012,David Viana,David,Viana,M,2,0,27,0,0,1,0
Salt Lake,2012,Justin Braun,Justin,Braun,F,2,1,87,0,0,3,1
San Jose,1996,Paul Bravo,Paul,Bravo,M,31,31,2654,13,5,58,29
San Jose,1996,Eric Wynalda,Eric,Wynalda,F,27,26,2326,10,13,68,38
San Jose,1996,Missael Espinoza,Missael,Espinoza,F,26,26,2310,10,5,54,30
San Jose,1996,John Doyle,John,Doyle,D,30,30,2652,3,6,27,13
San Jose,1996,Jeff Baicher,Jeff,Baicher,M,30,28,2180,3,1,28,12
San Jose,1996,Ben Iroha,Ben,Iroha,M,29,24,2194,2,8,34,20
San Jose,1996,Troy Dayak,Troy,Dayak,D,25,25,2232,2,3,20,8
San Jose,1996,Altimont Butler,Altimont,Butler,M,14,4,411,2,0,7,4
San Jose,1996,Jorge Rodas,Jorge,Rodas,M,29,17,1773,1,3,58,25
San Jose,1996,Henry Gutierrez,Henry,Gutierrez,M,7,4,360,1,1,6,3
San Jose,1996,Ramiro Corrales,Ramiro,Corrales,D,11,5,461,1,1,4,3
San Jose,1996,Paul Holocher,Paul,Holocher,M,4,2,205,1,0,2,2
San Jose,1996,Tim Martin,Tim,Martin,D,32,32,2871,1,0,10,3
San Jose,1996,Eddie Lewis,Eddie,Lewis,M,25,13,1253,0,3,14,7
San Jose,1996,Victor Mella,Victor,Mella,M,5,5,426,0,2,8,3
San Jose,1996,Michael Emenalo,Michael,Emenalo,D,29,28,2534,0,2,14,8
San Jose,1996,Dave Salzwedel,Dave,Salzwedel,GK,14,12,1168,0,1,0,0
San Jose,1996,Ryshiem Henderson,Ryshiem,Henderson,F,3,0,78,0,0,3,1
San Jose,1996,Rafael Amaya,Rafael,Amaya,D,7,0,97,0,0,1,0
San Jose,1996,Tayt Ianni,Tayt,Ianni,D,6,3,287,0,0,0,0
San Jose,1996,Oscar Draguicevich,Oscar,Draguicevich,D,19,17,1416,0,0,4,0
San Jose,1996,Tom Liner,Tom,Liner,GK,20,20,1712,0,0,0,0
San Jose,1997,Ronald Cerritos,Ronald,Cerritos,F,22,22,1847,12,10,40,21
San Jose,1997,Lawrence Lozzano,Lawrence,Lozzano,M,29,23,2096,10,10,65,36
San Jose,1997,Jeff Baicher,Jeff,Baicher,M,32,20,2031,10,2,74,36
San Jose,1997,Eric Wynalda,Eric,Wynalda,F,14,9,923,5,11,28,14
San Jose,1997,Shawn Medved,Shawn,Medved,M,31,15,1591,4,4,30,15
San Jose,1997,Troy Dayak,Troy,Dayak,D,21,21,1817,3,2,18,9
San Jose,1997,Eddie Lewis,Eddie,Lewis,M,29,26,2233,2,14,35,21
San Jose,1997,Christopher Sullivan,Christopher,Sullivan,M,24,8,1017,2,6,17,8
San Jose,1997,Dominic Kinnear,Dominic,Kinnear,M,28,24,1939,2,4,17,6
San Jose,1997,John Doyle,John,Doyle,D,27,27,2376,2,1,21,12
San Jose,1997,Istvan Urbanyi,Istvan,Urbanyi,M,23,19,1555,1,3,22,9
San Jose,1997,Michael Emenalo,Michael,Emenalo,D,27,26,2283,1,2,10,4
San Jose,1997,Zico,Zico,,F,7,3,257,1,1,4,3
San Jose,1997,Tim Martin,Tim,Martin,D,28,28,2422,0,3,7,2
San Jose,1997,Arnold Cruz,Arnold,Cruz,D,20,18,1608,0,2,15,5
San Jose,1997,Daniel Guzman,Daniel,Guzman,F,3,3,219,0,1,0,0
San Jose,1997,Oscar Draguicevich,Oscar,Draguicevich,D,13,10,890,0,1,6,0
San Jose,1997,Dave Salzwedel,Dave,Salzwedel,GK,20,18,1679,0,1,0,0
San Jose,1997,Esmundo Rodriguez,Esmundo,Rodriguez,M,1,0,5,0,0,0,0
San Jose,1997,Tayt Ianni,Tayt,Ianni,D,1,1,45,0,0,0,0
San Jose,1997,Curt Onalfo,Curt,Onalfo,D,6,3,179,0,0,0,0
San Jose,1997,Tom Liner,Tom,Liner,GK,2,2,180,0,0,0,0
San Jose,1997,Ben Iroha,Ben,Iroha,M,4,3,287,0,0,3,0
San Jose,1997,David Kramer,David,Kramer,GK,12,12,1021,0,0,1,1
San Jose,1997,Ramiro Corrales,Ramiro,Corrales,D,14,11,1033,0,0,10,4
San Jose,1998,Ronald Cerritos,Ronald,Cerritos,F,31,30,2702,13,12,87,50
San Jose,1998,Eric Wynalda,Eric,Wynalda,F,16,16,1424,6,5,60,31
San Jose,1998,Victor Mella,Victor,Mella,M,31,25,2350,4,6,44,16
San Jose,1998,Jeff Baicher,Jeff,Baicher,M,20,15,1099,4,3,20,11
San Jose,1998,Lawrence Lozzano,Lawrence,Lozzano,M,12,6,605,4,1,13,8
San Jose,1998,Oscar Draguicevich,Oscar,Draguicevich,D,13,7,774,4,1,9,5
San Jose,1998,Braeden Cloutier,Braeden,Cloutier,M,30,25,2078,3,5,44,21
San Jose,1998,Eddie Lewis,Eddie,Lewis,M,32,32,2835,3,4,52,23
San Jose,1998,Francisco Uribe,Francisco,Uribe,F,12,8,734,2,5,20,5
San Jose,1998,Wade Barrett,Wade,Barrett,D,26,22,1921,2,2,12,6
San Jose,1998,Richard Gough,Richard,Gough,D,19,19,1609,2,1,12,8
San Jose,1998,John Doyle,John,Doyle,D,28,27,2431,1,2,23,13
San Jose,1998,Martin Vasquez,Martin,Vasquez,M,28,24,2076,0,7,14,4
San Jose,1998,Brian Sebapole,Brian,Sebapole,F,12,0,238,0,3,3,2
San Jose,1998,Shawn Medved,Shawn,Medved,M,19,12,1059,0,3,7,1
San Jose,1998,Troy Dayak,Troy,Dayak,D,11,7,607,0,1,2,2
San Jose,1998,Ben Parry,Ben,Parry,D,0,0,0,0,0,0,0
San Jose,1998,Jeremy Oetman,Jeremy,Oetman,GK,0,0,0,0,0,0,0
San Jose,1998,Joe Cannon,Joe,Cannon,GK,0,0,0,0,0,0,0
San Jose,1998,Kevin Rueda,Kevin,Rueda,GK,0,0,0,0,0,0,0
San Jose,1998,Esmundo Rodriguez,Esmundo,Rodriguez,M,3,0,52,0,0,1,0
San Jose,1998,Alberto Montoya,Alberto,Montoya,M,1,1,59,0,0,0,0
San Jose,1998,Harut Karapetyan,Harut,Karapetyan,F,5,1,123,0,0,2,1
San Jose,1998,Andy Kirk,Andy,Kirk,GK,9,8,755,0,0,0,0
San Jose,1998,Vicente Figueroa,Vicente,Figueroa,D,20,10,1005,0,0,15,2
San Jose,1999,Ronald Cerritos,Ronald,Cerritos,F,31,30,2721,15,9,75,45
San Jose,1999,Eddie Lewis,Eddie,Lewis,M,29,29,2546,4,14,55,25
San Jose,1999,Dario Brose,Dario,Brose,M,27,12,1288,4,2,38,13
San Jose,1999,Raul Diaz Arce,Raul,Diaz Arce,F,18,16,1416,4,2,44,18
San Jose,1999,Jeff Baicher,Jeff,Baicher,M,20,20,1602,3,9,29,15
San Jose,1999,Alejandro Sequeira,Alejandro,Sequeira,F,14,12,956,3,2,20,10
San Jose,1999,Mauricio Wright,Mauricio,Wright,D,27,27,2430,3,2,16,9
San Jose,1999,Mauricio Solis,Mauricio,Solis,M,12,12,1002,2,0,17,5
San Jose,1999,Jamie Clark,Jamie,Clark,D,26,22,1894,2,0,6,3
San Jose,1999,Wade Barrett,Wade,Barrett,D,31,31,2790,1,8,20,6
San Jose,1999,Braeden Cloutier,Braeden,Cloutier,M,26,18,1576,1,4,20,6
San Jose,1999,John Doyle,John,Doyle,D,27,25,2150,1,4,14,8
San Jose,1999,Richard Mulrooney,Richard,Mulrooney,M,32,25,2338,1,3,13,5
San Jose,1999,Jair,Jair,,M,3,1,60,1,1,1,1
San Jose,1999,Jimmy Conrad,Jimmy,Conrad,D,17,12,1163,1,1,3,2
San Jose,1999,Ryan Tinsley,Ryan,Tinsley,D,10,6,639,1,0,1,1
San Jose,1999,Scott Bower,Scott,Bower,M,17,6,649,0,3,9,4
San Jose,1999,Adam Frye,Adam,Frye,D,3,0,117,0,1,0,0
San Jose,1999,Joey Martinez,Joey,Martinez,D,15,13,995,0,1,1,0
San Jose,1999,Joe Cannon,Joe,Cannon,GK,24,24,2160,0,1,0,0
San Jose,1999,Anthony Farras,Anthony,Farras,F,0,0,0,0,0,0,0
San Jose,1999,Anthony Latronica,Anthony,Latronica,GK,0,0,0,0,0,0,0
